Order ID,Customer ID,Customer DOB,Cookies Shipped,Revenue,Cost,Order Date,Ship Date,Order Status,Rating,Sale Location
510867,985245 - Ebenezer Graham,2/3/2003,183.00, $915.00 , $384.30 ,12/23/2017,12/27/2017,Shipped,4,Ekpoma
528961,325698 - Rusky Onu,4/21/1999,386.00," $1,930.00 ", $945.70 ,12/23/2017,12/26/2017,Shipped,1,Owerri
245351,985245 - Ebenezer Graham,2/3/2003,905.00," $4,525.00 "," $2,126.75 ",12/22/2017,12/26/2017,Shipped,1,Zaria
192645,325698 - Rusky Onu,4/21/1999,810.00," $4,050.00 "," $1,944.00 ",12/23/2017,12/25/2017,Shipped,2,Surulere
742364,452584 - Koko Alalibo,9/26/1979,298.00," $1,490.00 ", $625.80 ,12/22/2017,12/24/2017,Shipped,2,Ekpoma
515027,152689 - Chidi Martin,8/10/1992,151.00, $755.00 , $332.20 ,12/19/2017,12/24/2017,Shipped,3,Zaria
481884,325698 - Rusky Onu,4/21/1999,289.00," $1,445.00 ", $722.50 ,12/21/2017,12/23/2017,Shipped,4,Chibok
843491,325698 - Rusky Onu,4/21/1999,206.00," $1,030.00 ", $504.70 ,12/21/2017,12/23/2017,Shipped,1,Surulere
141948,985245 - Michael Ephraim,6/3/2001,874.00," $4,370.00 "," $1,748.00 ",12/19/2017,12/23/2017,Shipped,4,Chibok
887683,985245 - Michael Ephraim,6/3/2001,109.00, $545.00 , $256.15 ,12/19/2017,12/23/2017,Shipped,2,Markurdi
709704,985245 - Ebenezer Graham,2/3/2003,879.00," $4,395.00 "," $1,845.90 ",12/18/2017,12/22/2017,Shipped,1,Markurdi
241322,985245 - Ebenezer Graham,2/3/2003,167.00, $835.00 , $400.80 ,12/18/2017,12/22/2017,Shipped,2,Surulere
814674,152689 - Chidi Martin,8/10/1992,768.00," $3,840.00 "," $1,651.20 ",12/16/2017,12/21/2017,Shipped,1,Abuja
336048,152689 - Chidi Martin,8/10/1992,762.00," $3,810.00 "," $1,562.10 ",12/15/2017,12/20/2017,Shipped,1,Warri
701509,152689 - Chidi Martin,8/10/1992,919.00," $4,595.00 "," $1,975.85 ",12/15/2017,12/20/2017,Shipped,4,Ekpoma
576307,152689 - Chidi Martin,8/10/1992,294.00," $1,470.00 ", $735.00 ,12/15/2017,12/20/2017,Shipped,5,Markurdi
344339,152689 - Chidi Martin,8/10/1992,877.00," $4,385.00 "," $2,104.80 ",12/14/2017,12/20/2017,Shipped,5,Chibok
881420,985245 - Ebenezer Graham,2/3/2003,65.00, $325.00 , $143.00 ,12/15/2017,12/19/2017,Shipped,5,Ekpoma
451231,325698 - Rusky Onu,4/21/1999,62.00, $310.00 , $127.10 ,12/16/2017,12/18/2017,Shipped,1,Chibok
108434,152689 - Chidi Martin,8/10/1992,649.00," $3,245.00 "," $1,362.90 ",12/13/2017,12/18/2017,Shipped,1,Lekki
449832,785432 - Chukwurah Emmanuel,12/20/2007,570.00," $2,850.00 "," $1,368.00 ",12/12/2017,12/17/2017,Shipped,4,Zaria
890442,785432 - Chukwurah Emmanuel,12/20/2007,116.00, $580.00 , $261.00 ,12/11/2017,12/16/2017,Shipped,3,Chibok
331556,985245 - Ebenezer Graham,2/3/2003,414.00," $2,070.00 "," $1,035.00 ",12/11/2017,12/15/2017,Shipped,2,Markurdi
681122,152689 - Chidi Martin,8/10/1992,802.00," $4,010.00 "," $1,924.80 ",12/10/2017,12/15/2017,Shipped,2,Chibok
231255,985245 - Ebenezer Graham,2/3/2003,811.00," $4,055.00 "," $1,865.30 ",12/11/2017,12/14/2017,Shipped,1,Chibok
746823,985245 - Ebenezer Graham,2/3/2003,329.00," $1,645.00 ", $806.05 ,12/10/2017,12/14/2017,Shipped,3,Warri
451315,325698 - Rusky Onu,4/21/1999,828.00," $4,140.00 "," $2,028.60 ",12/11/2017,12/13/2017,Shipped,3,Warri
204675,152689 - Chidi Martin,8/10/1992,484.00," $2,420.00 ", $968.00 ,12/8/2017,12/13/2017,Shipped,3,Markurdi
144951,452584 - Ujunwa Aisha,9/26/1989,716.00," $3,580.00 "," $1,503.60 ",12/9/2017,12/11/2017,Shipped,1,Owerri
567318,325698 - Rusky Onu,4/21/1999,291.00," $1,455.00 ", $625.65 ,12/9/2017,12/11/2017,Shipped,2,Owerri
127517,325698 - Rusky Onu,4/21/1999,264.00," $1,320.00 ", $660.00 ,12/9/2017,12/11/2017,Shipped,2,Warri
439440,452584 - Ujunwa Aisha,9/26/1989,199.00, $995.00 , $467.65 ,12/8/2017,12/10/2017,Shipped,4,Lekki
258897,325698 - Rusky Onu,4/21/1999,468.00," $2,340.00 "," $1,029.60 ",12/8/2017,12/10/2017,Shipped,3,Zaria
962834,985245 - Ebenezer Graham,2/3/2003,164.00, $820.00 , $344.40 ,12/6/2017,12/10/2017,Shipped,2,Chibok
409682,152689 - Chidi Martin,8/10/1992,371.00," $1,855.00 ", $853.30 ,12/4/2017,12/9/2017,Shipped,1,Warri
XXXXXX,XXXXXX - Promo,2/3/1999,224.00," $1,120.00 ", $470.40 ,12/6/2017,12/8/2017,Shipped,2,Warri
769928,325698 - Rusky Onu,4/21/1999,532.00," $2,660.00 "," $1,276.80 ",12/6/2017,12/8/2017,Shipped,2,Surulere
264008,785432 - Chukwurah Emmanuel,12/20/2007,454.00," $2,270.00 ", $930.70 ,12/4/2017,12/8/2017,Shipped,1,Owerri
851540,325698 - Rusky Onu,4/21/1999,283.00," $1,415.00 ", $608.45 ,12/4/2017,12/7/2017,Shipped,5,Markurdi
939071,785432 - Chukwurah Emmanuel,12/20/2007,801.00," $4,005.00 "," $1,882.35 ",12/2/2017,12/7/2017,Shipped,2,Abuja
280732,985245 - Ebenezer Graham,2/3/2003,388.00," $1,940.00 ", $776.00 ,12/2/2017,12/6/2017,Shipped,2,Surulere
756135,785432 - Chukwurah Emmanuel,12/20/2007,867.00," $4,335.00 "," $2,167.50 ",12/1/2017,12/6/2017,Shipped,2,Warri
871605,152689 - Chidi Martin,8/10/1992,486.00," $2,430.00 "," $1,142.10 ",12/1/2017,12/6/2017,Shipped,1,Port Harcourt
771452,325698 - Rusky Onu,4/21/1999,387.00," $1,935.00 ", $832.05 ,12/2/2017,12/5/2017,Shipped,1,Markurdi
897246,785432 - Chukwurah Emmanuel,12/20/2007,440.00," $2,200.00 ", $968.00 ,11/30/2017,12/5/2017,Shipped,3,Chibok
887504,152689 - Chidi Martin,8/10/1992,458.00," $2,290.00 "," $1,030.50 ",11/30/2017,12/5/2017,Shipped,5,Surulere
XXXXXX,XXXXXX - Promo,8/16/1998,710.00," $3,550.00 "," $1,775.00 ",12/2/2017,12/4/2017,Shipped,5,Surulere
392541,325698 - Rusky Onu,4/21/1999,181.00, $905.00 , $452.50 ,12/1/2017,12/4/2017,Shipped,1,Chibok
324745,152689 - Chidi Martin,8/10/1992,240.00," $1,200.00 ", $504.00 ,11/29/2017,12/4/2017,Shipped,3,Abuja
522454,452584 - Ujunwa Aisha,9/26/1989,992.00," $4,960.00 "," $2,380.80 ",12/1/2017,12/3/2017,Shipped,3,Ekpoma
402665,325698 - Rusky Onu,4/21/1999,198.00, $990.00 , $396.00 ,12/1/2017,12/3/2017,Shipped,2,Zaria
456010,152689 - Chidi Martin,8/10/1992,953.00," $4,765.00 "," $2,001.30 ",11/28/2017,12/3/2017,Shipped,1,Abuja
322730,985245 - Ebenezer Graham,2/3/2003,652.00," $3,260.00 "," $1,304.00 ",11/28/2017,12/2/2017,Shipped,4,Owerri
XXXXXX,XXXXXX - Promo,2/7/2007,863.00," $4,315.00 "," $2,114.35 ",11/29/2017,12/1/2017,Shipped,3,Warri
578631,325698 - Rusky Onu,4/21/1999,107.00, $535.00 , $240.75 ,11/29/2017,12/1/2017,Shipped,4,Chibok
147424,152689 - Chidi Martin,8/10/1992,242.00," $1,210.00 ", $496.10 ,11/26/2017,12/1/2017,Shipped,2,Ekpoma
971773,325698 - Rusky Onu,4/21/1999,306.00," $1,530.00 ", $612.00 ,11/28/2017,11/30/2017,Shipped,4,Lekki
903848,325698 - Rusky Onu,4/21/1999,143.00, $715.00 , $321.75 ,11/28/2017,11/30/2017,Shipped,1,Surulere
558199,985245 - Ebenezer Graham,2/3/2003,381.00," $1,905.00 ", $895.35 ,11/27/2017,11/30/2017,Shipped,2,Owerri
681993,152689 - Chidi Martin,8/10/1992,589.00," $2,945.00 "," $1,354.70 ",11/25/2017,11/30/2017,Shipped,3,Warri
214016,785432 - Chukwurah Emmanuel,12/20/2007,679.00," $3,395.00 "," $1,663.55 ",11/25/2017,11/29/2017,Shipped,5,Lekki
773259,785432 - Chukwurah Emmanuel,12/20/2007,396.00," $1,980.00 ", $871.20 ,11/24/2017,11/29/2017,Shipped,4,Owerri
994115,152689 - Chidi Martin,8/10/1992,370.00," $1,850.00 ", $814.00 ,11/24/2017,11/29/2017,Shipped,2,Owerri
629859,325698 - Rusky Onu,4/21/1999,411.00," $2,055.00 ", $904.20 ,11/26/2017,11/28/2017,Shipped,4,Lekki
558505,785432 - Chukwurah Emmanuel,12/20/2007,554.00," $2,770.00 "," $1,301.90 ",11/23/2017,11/28/2017,Shipped,3,Lekki
978944,785432 - Chukwurah Emmanuel,12/20/2007,854.00," $4,270.00 "," $1,750.70 ",11/23/2017,11/28/2017,Shipped,5,Markurdi
782368,985245 - Ebenezer Graham,2/3/2003,507.00," $2,535.00 "," $1,039.35 ",11/23/2017,11/27/2017,Shipped,2,Warri
778964,785432 - Chukwurah Emmanuel,12/20/2007,189.00, $945.00 , $463.05 ,11/22/2017,11/27/2017,Shipped,4,Surulere
859406,785432 - Chukwurah Emmanuel,12/20/2007,279.00," $1,395.00 ", $613.80 ,11/22/2017,11/26/2017,Shipped,3,Surulere
135342,785432 - Chukwurah Emmanuel,12/20/2007,865.00," $4,325.00 "," $1,859.75 ",11/21/2017,11/26/2017,Shipped,4,Owerri
300256,452584 - Ujunwa Aisha,9/26/1989,663.00," $3,315.00 "," $1,491.75 ",11/23/2017,11/25/2017,Shipped,3,Abuja
704335,325698 - Rusky Onu,4/21/1999,832.00," $4,160.00 "," $1,664.00 ",11/22/2017,11/25/2017,Shipped,1,Warri
750597,985245 - Ebenezer Graham,2/3/2003,142.00, $710.00 , $291.10 ,11/21/2017,11/25/2017,Shipped,5,Zaria
673063,785432 - Chukwurah Emmanuel,12/20/2007,183.00, $915.00 , $366.00 ,11/20/2017,11/25/2017,Shipped,3,Markurdi
168472,325698 - Rusky Onu,4/21/1999,890.00," $4,450.00 "," $1,869.00 ",11/22/2017,11/24/2017,Shipped,5,Surulere
534373,325698 - Rusky Onu,4/21/1999,434.00," $2,170.00 "," $1,019.90 ",11/22/2017,11/24/2017,Shipped,1,Surulere
396324,785432 - Sola Princewill,12/20/2002,774.00," $3,870.00 "," $1,586.70 ",11/19/2017,11/24/2017,Shipped,2,Warri
567878,452584 - Ujunwa Aisha,9/26/1989,748.00," $3,740.00 "," $1,870.00 ",11/21/2017,11/23/2017,Shipped,2,Ekpoma
638692,452584 - Ujunwa Aisha,9/26/1989,447.00," $2,235.00 "," $1,095.15 ",11/21/2017,11/23/2017,Shipped,5,Port Harcourt
376991,985245 - Ebenezer Graham,2/3/2003,784.00," $3,920.00 "," $1,842.40 ",11/19/2017,11/23/2017,Shipped,3,Port Harcourt
662094,785432 - Chukwurah Emmanuel,12/20/2007,69.00, $345.00 , $158.70 ,11/19/2017,11/23/2017,Shipped,5,Lekki
848797,152689 - Chidi Martin,8/10/1992,569.00," $2,845.00 "," $1,223.35 ",11/18/2017,11/23/2017,Shipped,1,Abuja
325722,325698 - Rusky Onu,4/21/1999,401.00," $2,005.00 ", $862.15 ,11/20/2017,11/22/2017,Shipped,4,Zaria
731926,985245 - Michael Ephraim,6/3/2001,522.00," $2,610.00 "," $1,148.40 ",11/18/2017,11/22/2017,Shipped,2,Abuja
512156,985245 - Ebenezer Graham,2/3/2003,430.00," $2,150.00 "," $1,053.50 ",11/18/2017,11/21/2017,Shipped,3,Owerri
122674,985245 - Ebenezer Graham,2/3/2003,900.00," $4,500.00 "," $2,205.00 ",11/17/2017,11/21/2017,Shipped,2,Port Harcourt
529258,152689 - Chidi Martin,8/10/1992,134.00, $670.00 , $294.80 ,11/16/2017,11/21/2017,Shipped,1,Abuja
182760,152689 - Chidi Martin,8/10/1992,614.00," $3,070.00 "," $1,535.00 ",11/16/2017,11/21/2017,Shipped,3,Port Harcourt
788942,325698 - Rusky Onu,4/21/1999,998.00," $4,990.00 "," $2,245.50 ",11/18/2017,11/20/2017,Shipped,4,Abuja
637784,785432 - Chukwurah Emmanuel,12/20/2007,604.00," $3,020.00 "," $1,208.00 ",11/15/2017,11/20/2017,Shipped,4,Zaria
276390,325698 - Rusky Onu,4/21/1999,469.00," $2,345.00 "," $1,125.60 ",11/17/2017,11/19/2017,Shipped,2,Owerri
976271,325698 - Rusky Onu,4/21/1999,422.00," $2,110.00 ", $928.40 ,11/17/2017,11/19/2017,Shipped,1,Owerri
XXXXXX,XXXXXX - Promo,6/9/2007,149.00, $745.00 , $312.90 ,11/16/2017,11/18/2017,Shipped,2,Ekpoma
213148,985245 - Ebenezer Graham,2/3/2003,988.00," $4,940.00 "," $2,223.00 ",11/15/2017,11/18/2017,Shipped,2,Owerri
304591,985245 - Ebenezer Graham,2/3/2003,583.00," $2,915.00 "," $1,311.75 ",11/13/2017,11/17/2017,Shipped,5,Owerri
451144,785432 - Sola Princewill,12/20/2002,816.00," $4,080.00 "," $1,672.80 ",11/12/2017,11/17/2017,Shipped,5,Markurdi
289011,785432 - Chukwurah Emmanuel,12/20/2007,491.00," $2,455.00 "," $1,006.55 ",11/12/2017,11/17/2017,Shipped,2,Surulere
150718,325698 - Rusky Onu,4/21/1999,929.00," $4,645.00 "," $2,322.50 ",11/14/2017,11/16/2017,Shipped,2,Owerri
824241,985245 - Ebenezer Graham,2/3/2003,794.00," $3,970.00 "," $1,588.00 ",11/13/2017,11/16/2017,Shipped,5,Markurdi
800224,152689 - Chidi Martin,8/10/1992,306.00," $1,530.00 ", $734.40 ,11/11/2017,11/16/2017,Shipped,3,Markurdi
418154,985245 - Ebenezer Graham,2/3/2003,71.00, $355.00 , $145.55 ,11/11/2017,11/15/2017,Shipped,4,Markurdi
921011,785432 - Chukwurah Emmanuel,12/20/2007,57.00, $285.00 , $136.80 ,11/11/2017,11/15/2017,Shipped,3,Warri
426239,152689 - Chidi Martin,8/10/1992,76.00, $380.00 , $163.40 ,11/10/2017,11/15/2017,Shipped,1,Chibok
916225,152689 - Chidi Martin,8/10/1992,933.00," $4,665.00 "," $2,145.90 ",11/9/2017,11/14/2017,Shipped,5,Zaria
572103,452584 - Ujunwa Aisha,9/26/1989,785.00," $3,925.00 "," $1,609.25 ",11/11/2017,11/13/2017,Shipped,4,Ekpoma
717200,325698 - Rusky Onu,4/21/1999,199.00, $995.00 , $457.70 ,11/11/2017,11/13/2017,Shipped,5,Surulere
613916,325698 - Rusky Onu,4/21/1999,788.00," $3,940.00 "," $1,773.00 ",11/8/2017,11/10/2017,Shipped,2,Owerri
660260,325698 - Rusky Onu,4/21/1999,840.00," $4,200.00 "," $1,890.00 ",11/8/2017,11/10/2017,Shipped,2,Lekki
231823,152689 - Chidi Martin,8/10/1992,617.00," $3,085.00 "," $1,419.10 ",11/5/2017,11/10/2017,Shipped,3,Lekki
747451,325698 - Rusky Onu,4/21/1999,313.00," $1,565.00 ", $719.90 ,11/7/2017,11/9/2017,Shipped,3,Lekki
559170,325698 - Rusky Onu,4/21/1999,833.00," $4,165.00 "," $1,707.65 ",11/5/2017,11/7/2017,Shipped,1,Surulere
894307,325698 - Rusky Onu,4/21/1999,262.00," $1,310.00 ", $589.50 ,11/5/2017,11/7/2017,Shipped,1,Lekki
266303,985245 - Ebenezer Graham,2/3/2003,956.00," $4,780.00 "," $1,959.80 ",11/4/2017,11/7/2017,Shipped,2,Ekpoma
325582,152689 - Chidi Martin,8/10/1992,299.00," $1,495.00 ", $732.55 ,11/2/2017,11/7/2017,Shipped,3,Port Harcourt
444853,985245 - Ebenezer Graham,2/3/2003,726.00," $3,630.00 "," $1,815.00 ",11/2/2017,11/6/2017,Shipped,4,Markurdi
681143,785432 - Chukwurah Emmanuel,12/20/2007,86.00, $430.00 , $215.00 ,11/2/2017,11/6/2017,Shipped,5,Warri
993432,325698 - Rusky Onu,4/21/1999,785.00," $3,925.00 "," $1,923.25 ",11/2/2017,11/5/2017,Shipped,4,Surulere
789672,985245 - Ebenezer Graham,2/3/2003,126.00, $630.00 , $283.50 ,11/2/2017,11/5/2017,Shipped,5,Owerri
931362,985245 - Ebenezer Graham,2/3/2003,138.00, $690.00 , $282.90 ,11/1/2017,11/5/2017,Shipped,5,Lekki
117646,152689 - Chidi Martin,8/10/1992,116.00, $580.00 , $272.60 ,10/31/2017,11/5/2017,Shipped,4,Chibok
469775,985245 - Ebenezer Graham,2/3/2003,844.00," $4,220.00 "," $2,025.60 ",11/1/2017,11/4/2017,Shipped,4,Abuja
303439,325698 - Rusky Onu,4/21/1999,544.00," $2,720.00 "," $1,115.20 ",11/1/2017,11/3/2017,Shipped,3,Owerri
221721,325698 - Rusky Onu,4/21/1999,513.00," $2,565.00 "," $1,077.30 ",11/1/2017,11/3/2017,Shipped,5,Abuja
777018,325698 - Rusky Onu,4/21/1999,573.00," $2,865.00 "," $1,231.95 ",10/31/2017,11/3/2017,Shipped,1,Abuja
525823,985245 - Ebenezer Graham,2/3/2003,716.00," $3,580.00 "," $1,682.60 ",10/30/2017,11/3/2017,Shipped,4,Warri
957273,452584 - Koko Alalibo,9/26/1979,51.00, $255.00 , $117.30 ,10/31/2017,11/2/2017,Shipped,2,Ekpoma
586527,152689 - Chidi Martin,8/10/1992,232.00," $1,160.00 ", $498.80 ,10/28/2017,11/2/2017,Shipped,1,Port Harcourt
434380,325698 - Rusky Onu,4/21/1999,288.00," $1,440.00 ", $590.40 ,10/28/2017,10/31/2017,Shipped,5,Port Harcourt
846605,985245 - Michael Ephraim,6/3/2001,700.00," $3,500.00 "," $1,435.00 ",10/28/2017,10/31/2017,Shipped,2,Owerri
827225,985245 - Ebenezer Graham,2/3/2003,254.00," $1,270.00 ", $571.50 ,10/27/2017,10/31/2017,Shipped,1,Markurdi
464618,452584 - Ujunwa Aisha,9/26/1989,516.00," $2,580.00 "," $1,032.00 ",10/26/2017,10/28/2017,Shipped,2,Surulere
603607,325698 - Rusky Onu,4/21/1999,861.00," $4,305.00 "," $1,980.30 ",10/26/2017,10/28/2017,Shipped,5,Markurdi
292683,152689 - Chidi Martin,8/10/1992,608.00," $3,040.00 "," $1,368.00 ",10/23/2017,10/28/2017,Shipped,2,Surulere
430954,325698 - Rusky Onu,4/21/1999,125.00, $625.00 , $268.75 ,10/25/2017,10/27/2017,Shipped,2,Owerri
693438,325698 - Rusky Onu,4/21/1999,551.00," $2,755.00 "," $1,239.75 ",10/24/2017,10/27/2017,Shipped,4,Owerri
783252,152689 - Chidi Martin,8/10/1992,578.00," $2,890.00 "," $1,445.00 ",10/22/2017,10/27/2017,Shipped,5,Ekpoma
187764,325698 - Rusky Onu,4/21/1999,962.00," $4,810.00 "," $2,356.90 ",10/24/2017,10/26/2017,Shipped,3,Zaria
378251,785432 - Chukwurah Emmanuel,12/20/2007,812.00," $4,060.00 "," $1,948.80 ",10/21/2017,10/26/2017,Shipped,3,Zaria
710626,152689 - Chidi Martin,8/10/1992,326.00," $1,630.00 ", $782.40 ,10/21/2017,10/26/2017,Shipped,3,Abuja
377129,325698 - Rusky Onu,4/21/1999,659.00," $3,295.00 "," $1,449.80 ",10/23/2017,10/25/2017,Shipped,5,Warri
257728,325698 - Rusky Onu,4/21/1999,224.00," $1,120.00 ", $481.60 ,10/22/2017,10/25/2017,Shipped,3,Port Harcourt
570947,152689 - Chidi Martin,8/10/1992,865.00," $4,325.00 "," $1,730.00 ",10/20/2017,10/25/2017,Shipped,4,Abuja
138168,325698 - Rusky Onu,4/21/1999,470.00," $2,350.00 ", $940.00 ,10/22/2017,10/24/2017,Shipped,5,Warri
138939,152689 - Chidi Martin,8/10/1992,640.00," $3,200.00 "," $1,440.00 ",10/19/2017,10/24/2017,Shipped,1,Abuja
878328,785432 - Chukwurah Emmanuel,12/20/2007,978.00," $4,890.00 "," $2,151.60 ",10/18/2017,10/23/2017,Shipped,5,Ekpoma
708058,325698 - Rusky Onu,4/21/1999,224.00," $1,120.00 ", $537.60 ,10/20/2017,10/22/2017,Shipped,1,Abuja
268296,325698 - Rusky Onu,4/21/1999,759.00," $3,795.00 "," $1,897.50 ",10/19/2017,10/22/2017,Shipped,3,Zaria
830105,785432 - Chukwurah Emmanuel,12/20/2007,714.00," $3,570.00 "," $1,499.40 ",10/17/2017,10/22/2017,Shipped,4,Chibok
399353,325698 - Rusky Onu,4/21/1999,702.00," $3,510.00 "," $1,404.00 ",10/19/2017,10/21/2017,Shipped,1,Port Harcourt
385489,325698 - Rusky Onu,4/21/1999,298.00," $1,490.00 ", $685.40 ,10/19/2017,10/21/2017,Shipped,1,Lekki
636900,785432 - Chukwurah Emmanuel,12/20/2007,837.00," $4,185.00 "," $1,925.10 ",10/16/2017,10/21/2017,Shipped,3,Markurdi
473127,152689 - Chidi Martin,8/10/1992,649.00," $3,245.00 "," $1,492.70 ",10/14/2017,10/19/2017,Shipped,4,Surulere
551726,985245 - Ebenezer Graham,2/3/2003,192.00, $960.00 , $451.20 ,10/15/2017,10/18/2017,Shipped,3,Owerri
719068,785432 - Chukwurah Emmanuel,12/20/2007,717.00," $3,585.00 "," $1,649.10 ",10/13/2017,10/18/2017,Shipped,4,Warri
441614,785432 - Chukwurah Emmanuel,12/20/2007,540.00," $2,700.00 "," $1,134.00 ",10/12/2017,10/17/2017,Shipped,2,Lekki
548124,325698 - Rusky Onu,4/21/1999,972.00," $4,860.00 "," $1,992.60 ",10/14/2017,10/16/2017,Shipped,3,Zaria
877715,325698 - Rusky Onu,4/21/1999,634.00," $3,170.00 "," $1,458.20 ",10/13/2017,10/16/2017,Shipped,1,Warri
956095,985245 - Michael Ephraim,6/3/2001,519.00," $2,595.00 "," $1,063.95 ",10/13/2017,10/16/2017,Shipped,1,Warri
144597,985245 - Ebenezer Graham,2/3/2003,282.00," $1,410.00 ", $578.10 ,10/12/2017,10/16/2017,Shipped,3,Warri
105886,985245 - Ebenezer Graham,2/3/2003,489.00," $2,445.00 "," $1,173.60 ",10/12/2017,10/16/2017,Shipped,2,Owerri
128051,152689 - Chidi Martin,8/10/1992,860.00," $4,300.00 "," $2,107.00 ",10/11/2017,10/16/2017,Shipped,4,Zaria
546717,152689 - Chidi Martin,8/10/1992,965.00," $4,825.00 "," $1,930.00 ",10/11/2017,10/16/2017,Shipped,5,Surulere
951311,152689 - Chidi Martin,8/10/1992,175.00, $875.00 , $350.00 ,10/11/2017,10/16/2017,Shipped,4,Owerri
630749,452584 - Ujunwa Aisha,9/26/1989,767.00," $3,835.00 "," $1,534.00 ",10/13/2017,10/15/2017,Shipped,4,Abuja
673425,985245 - Ebenezer Graham,2/3/2003,568.00," $2,840.00 "," $1,136.00 ",10/11/2017,10/15/2017,Shipped,3,Zaria
477121,785432 - Chukwurah Emmanuel,12/20/2007,811.00," $4,055.00 "," $1,865.30 ",10/10/2017,10/15/2017,Shipped,2,Warri
860562,152689 - Chidi Martin,8/10/1992,537.00," $2,685.00 "," $1,208.25 ",10/10/2017,10/15/2017,Shipped,5,Warri
187777,152689 - Chidi Martin,8/10/1992,192.00, $960.00 , $384.00 ,10/10/2017,10/15/2017,Shipped,5,Owerri
662674,452584 - Ujunwa Aisha,9/26/1989,304.00," $1,520.00 ", $699.20 ,10/12/2017,10/14/2017,Shipped,2,Markurdi
906411,325698 - Rusky Onu,4/21/1999,544.00," $2,720.00 "," $1,332.80 ",10/11/2017,10/13/2017,Shipped,3,Surulere
725282,985245 - Ebenezer Graham,2/3/2003,881.00," $4,405.00 "," $2,202.50 ",10/9/2017,10/13/2017,Shipped,2,Zaria
